"New Contractor Licenses - File created: Nov 28, 2018 - 1618 Records"
"License No","Business Name","Doing Business As","Address","Address 2","City","State","Zip","Qualifying Party","Class","Class Detail","Issued Date","Expiration Date","Status"
"320363","Arizona Red Mountain Services Inc (FN)","Dry Force , Dry Force","2618 N Ogden Rd Ste 105"," ","Mesa","AZ","85215","Terry Alan Brenner","KB-2","","2018-05-31","2020-05-31","Active"
"320364","Carol Ann Olsen"," Blue Water Safety Systems, Blue Water Safety Systems","3545 Clearwater Ln"," ","Lake Havasu City","AZ","86406","Carol Ann Olsen","CR-38","","2018-05-29","2020-05-31","Active"
"320365","Kong Builders LLC"," ","4102 E Palo Verde Dr"," ","Phoenix","AZ","85018","Leo Andres Montt","KB-2","","2018-06-15","2020-06-30","Active"
"320366","Desert Diamond Insulation LLC"," ","16602 N 25th Ave"," ","Phoenix","AZ","85023","Carlo S Cardella","R-40","","2018-06-19","2020-06-30","Active"
"320367","Unique Surface Prep LLC"," ","3714 W Lamar Rd"," ","Phoenix","AZ","85019","Jose Luis Hernandez Jr","CR-34","","2018-06-15","2020-06-30","Active"
"320368","Economic Plumbing Professional LLC"," ","1833 E Apollo Rd"," ","Phoenix","AZ","85042","Mizael Garcia","CR-39","","2018-06-07","2020-06-30","Active"
"320369","Tanzillo & Son LLC"," ","901 N 6th Ave"," ","Tucson","AZ","85705","Jason Michael Tanzillo","CR-60","","2018-05-29","2020-05-31","Active"
"320370","Robles Electric Solutions LLC"," ","7569 S Carlisle Ave"," ","Tucson","AZ","85746","Mario Alberto Robles Jr","CR-11","","2018-06-15","2020-06-30","Active"
"320372","Strasser & Associates Incorporated"," ","13251 Chandler Blvd"," ","Sherman Oaks","CA","91401","Arie Shevach","C-11","","2018-05-29","2020-05-31","Active"
"320373","Strasser & Associates Incorporated"," ","13251 Chandler Blvd"," ","Sherman Oaks","CA","91401","Arie Shevach","C-37","","2018-05-29","2020-05-31","Active"
"320376","Edward Louis Cassella"," ","12220 W Manville Rd"," ","Tucson","AZ","85743","Edward Louis Cassella","C-39","","2018-06-05","2020-06-30","Active"
"320377","Precision H2O LLC"," ","1951 E Fairfield St"," ","Mesa","AZ","85203","Todd Lee Angle","CR-37","","2018-06-13","2020-06-30","Active"
"320378","Spotless Serenity LLC","Spotless Arizona , Spotless Arizona","4601 N 73rd St Unit 2"," ","Scottsdale","AZ","85251","Zachary Greg Schubert","CR-54","","2018-06-06","2020-06-30","Active"
"320381","Solution Electric LLC"," ","45007 N 6th St"," ","New River","AZ","85087","Charles T Costello","CR-11","","2018-06-26","2020-06-30","Active"
"320382","CT Drywall LLC"," ","3929 W Elm St"," ","Phoenix","AZ","85019","German Maravillas","CR-10","","2018-06-21","2020-06-30","Active"
"320383","MD Insulation of AZ LLC"," ","15 Bishopsgate Ter"," ","Henderson","NV","89074","Dale Allen Richmond","CR-40","","2018-06-15","2020-06-30","Active"
"320384","State 48 Turf & Landscape LLC"," ","3202 S 104th Ave"," ","Tolleson","AZ","85353","Luis Daniel Saavedra","CR-21","","2018-06-19","2020-06-30","Active"
"320388","Timber Metal LLC"," ","PO Box 27535"," ","Prescott Valley","AZ","86312","Nicholas Dean Gilmore","R-62","","2018-06-15","2020-06-30","Active"
"320389","Canda Mfg LLC","Optimum Furniture and Millwork , Optimum Furniture and Millwork","250 E University Dr"," ","Phoenix","AZ","85004","Jeffry Lynn Bolstad","CR-60","","2018-05-29","2020-05-31","Active"
"320391","Guardian Remodel LLC"," ","14645 N High Rock Rd"," ","Tucson","AZ","85739","Shane Ellis Werner","KB-2","","2018-06-22","2020-06-30","Active"
"320393","McMillin & Co Inc"," ","55 Lake Havasu Ave S Ste 317"," ","Lake Havasu City","AZ","86404","Daniel Craig McMillin","C-34","","2018-06-22","2020-06-30","Active"
"320395","Tri State Fire Systems Inc"," ","PO Box 22364"," ","Bullhead City","AZ","86439","Scott Leonard Atlas","CR-16","","2018-06-15","2020-06-30","Active"
"320396","SF Blake Construction LLC"," ","14175 W Indian School Rd Ste B4"," ","Goodyear","AZ","85395","Steven Forrest Blake","KA","","2018-06-15","2020-06-30","Active"
"320397","Frank Miller LLC"," ","26024 S Country Club Dr"," ","Sun Lakes","AZ","85248","Frank Adam Miller","R-62","","2018-07-17","2020-07-31","Active"
"320400","Disaster Restoration Innovation LLC"," Disaster Restoration Innovation","2555 N Coyote Dr Ste 115"," ","Tucson","AZ","85745","Eric Wayne Bullard","KB-1","","2018-06-05","2020-06-30","Active"
"320401","Pro Wide Services LLC","King Garage Doors & Gates , King Garage Doors & Gates","2942 N 24th St Ste 114-745"," ","Phoenix","AZ","85016","Assaf Moskovich","CR-60","","2018-06-15","2020-06-30","Active"
"320403","Top Notch Plumbing and Drain LLC"," ","3850 E Carob Dr"," ","Gilbert","AZ","85298","Mark Allen Felice Jr","CR-37","","2018-06-19","2020-06-30","Active"
"320405","State Tile & Flooring LLC"," ","3820 N 30th Ave"," ","Phoenix","AZ","85017","Robert Michael Fernandez","CR-8","","2018-06-01","2020-06-30","Active"
"320407","Superb Home Services LLC"," ","3915 W Calavar Rd"," ","Phoenix","AZ","85053","Paul Andrew Beachler III","CR-39","","2018-06-19","2020-06-30","Active"
"320409","Aire To The Throne LLC"," ","845 E Saratoga St"," ","Gilbert","AZ","85296","Terry L Jauss","C-39","","2018-06-29","2020-06-30","Active"
"320410","ANNISHVAC LLC"," ","3906 E Vaughn Ave"," ","Gilbert","AZ","85234","Houshang Herny Kar","CR-39","","2018-06-22","2020-06-30","Active"
"320411","Evolution Exterior Concepts LLC"," ","120 W San Angelo St"," ","Gilbert","AZ","85233","Andrew David Nelson","R-37R","","2018-06-07","2020-06-30","Active"
"320413","Infinity Construction Services LLC"," ","128 E Laguna Royale"," ","Litchfield Park","AZ","85340","David Martin Reeg","A","","2018-06-13","2020-06-30","Active"
"320414","Truline Development LLC"," Wood Chuck Services","15201 N 59th Pl"," ","Scottsdale","AZ","85254","Woodrow Charles Collins","KB-1","","2018-06-01","2020-06-30","Active"
"320415","R & J Services LLC"," ","6230 N Dodge Ave"," ","Flagstaff","AZ","86001","Lindsey Sue Blum","KB-2","","2018-06-21","2020-06-30","Active"
"320417","Meade Construction Of Arizona Inc"," ","23103 N 21st Ave Ste 100"," ","Phoenix","AZ","85027","Donald Shane Fiant","CR-45","","2018-06-01","2020-06-30","Active"
"320418","Heritage Vine Inc"," ","2404 W 12th St Ste 2"," ","Tempe","AZ","85281","Michael Arthur Venard","CR-39","","2018-06-06","2020-06-30","Active"
"320420","Yavapai Design Build LLC"," ","10050 N Elsie Ln"," ","Prescott Valley","AZ","86315","Darwin Dean Rushton","CR-37","","2018-06-07","2020-06-30","Active"
"320421","Clear Creek Custom Contracting LLC"," ","2535 Abigail Trl"," ","Lakeside","AZ","85929","Jeremy Alan Whitworth","KB-2","","2018-07-02","2020-07-31","Active"
"320423","Hahn Construction LLC"," ","693 E Robinson Dr"," ","Prescott","AZ","86303","Thomas Michael Hahn","KB-2","","2018-06-19","2020-06-30","Active"
"320428","NIC AZ Excavating LLC"," ","10773 W Avenida Del Rey"," ","Peoria","AZ","85383","Richard S Moreno Meza","CR-2","","2018-06-20","2020-06-30","Active"
"320430","FPS Civil LLC"," ","515 E Carefee Highway 913"," ","Phoenix","AZ","85085","Vivian Solorio","KA","","2018-06-22","2020-06-30","Active"
"320432","Ottaway Investments LLC","Servpro of Scottsdale, Avondale, Goodyear and Southwest Phoenix , Servpro of Scottsdale, Avondale, Goodyear and Southwest Phoenix","PO Box 949"," ","Laveen","AZ","85339","Carl George Novobilski","KB-1","","2018-06-08","2020-06-30","Active"
"320433","Charles Scott Wheaton","Wheaton Building , Wheaton Building","915 Glen Dr"," ","Bullhead City","AZ","86442","Charles Scott Wheaton","B","","2018-06-12","2020-06-30","Active"
"320434","Miad Construction LLC"," ","10632 N Scottsdale Rd # B322"," ","Scottsdale","AZ","85254","Miad Vakili","KB-2","","2018-06-21","2020-06-30","Active"
"320436","Sierra Vista Contracting Inc"," Mr Fix It","113 N 5th St"," ","Sierra Vista","AZ","85635","William Dean Goethe","CR-37","","2018-06-01","2020-06-30","Active"
"320437","Sierra Vista Contracting Inc"," Mr Fix It","113 N 5th St"," ","Sierra Vista","AZ","85635","William Dean Goethe","CR-61","","2018-06-01","2020-06-30","Active"
"320438","Reborn Properties LLC"," ","12140 E Barbary Coast Rd"," ","Tucson","AZ","85749","Joshua Keith Eggman","KB-2","","2018-06-20","2020-06-30","Active"
"320439","N C Painting LLC"," ","618 N Rico Cir"," ","Mesa","AZ","85213","Nicholas Robert Carnes","R-34","","2018-06-01","2020-06-30","Active"
"320441","National Service & Controls Inc"," ","34880 Avenue G"," ","Yucaipa","CA","92399","Jonathan Patrick Higgins","C-39","","2018-06-20","2020-06-30","Active"
"320445","Elliott Wade Roper"," Oasis Plumbing Services","11531 E Flower Cir"," ","Mesa","AZ","85208","Elliott Wade Roper","CR-37","","2018-06-21","2020-06-30","Active"
"320446","Magnum Technologies LLC"," ","1417 W Orchid Ln"," ","Phoenix","AZ","85021","Michael William Carriveau","CR-11","","2018-06-06","2020-06-30","Active"
"320447","North Light Construction LLC"," ","8818 N 17th Ln"," ","Phoenix","AZ","85021","Cameron Maxwell Tall","KB-1","","2018-06-22","2020-06-30","Active"
"320448","All About Water LLC","All About Water , All About Water","PO Box 262"," ","Chandler","AZ","85225","Ashley Nicole Green","R-54","","2018-06-22","2020-06-30","Active"
"320452","Russell Allen Winters"," Winters Home Renovation, Winters Home Renovation","2000 N Colors of the Wind Rd"," ","Dewey","AZ","86327","Russell Allen Winters","R-61","","2018-06-04","2020-06-30","Active"
"320453","Pineapple Air LLC"," ","3317 S Higley Rd Ste 114-777"," ","Gilbert","AZ","85297","Bretton Anthony Joy","CR-39","","2018-06-15","2020-06-30","Active"
"320454","The Alarm Butler LLC"," ","10452 E Florian Ave"," ","Mesa","AZ","85208","Thomas Ryan Butler","CR-11","","2018-06-21","2020-06-30","Active"
"320455","Elegant Electric Services LLC"," ","15849 N 182nd Ln"," ","Surprise","AZ","85388","Seta Cindy Shaiyah","CR-11","","2018-06-21","2020-06-30","Active"
"320459","Reeves Roof Consulting LLC"," ","13267 W Tyler Trl"," ","Peoria","AZ","85383","Richard Rigg Reeves","CR-42","","2018-06-07","2020-06-30","Active"
"320460","Flex Builders LLC"," ","7530 N 173rd Ave"," ","Waddell","AZ","85355","Fermin Ramon Fuentes Hernandez","A-12","","2018-06-08","2020-06-30","Active"
"320461","Piping Systems LLC"," ","PO Box 1464"," ","Avondale","AZ","85323","Mark Allen Sterritt","CR-56","","2018-06-04","2020-06-30","Active"
"320462","Herman Contracting Inc"," ","930 W Glenn St"," ","Tucson","AZ","85705","George Edward Herman","C-11","","2018-06-15","2020-06-30","Active"
"320466","Aliso Springs Construction LLC"," ","4401 W Calle Dos"," ","Green Valley","AZ","85622","Anderson Thomas Joseph","R-62","","2018-06-21","2020-06-30","Active"
"320468","Alternative Counters & Remodeling Inc"," ","2509 N Campbell Ave # 163"," ","Tucson","AZ","85719","Donald Richard Holsten","CR-61","","2018-06-04","2020-06-30","Active"
"320470","Boyd Martin Construction LLC","B D M Construction , B D M Construction","5965 Mcleod Dr"," ","Las Vegas","NV","89120","Boyd David Martin","A","","2018-07-02","2020-07-31","Active"
"320471","Encon Field Services LLC"," ","2140 S Ivanhoe St Ste 100"," ","Denver","CO","80222","Jack Edward Tubbs II","B-1","","2018-06-21","2020-06-30","Active"
"320472","Encon Field Services LLC"," ","2140 S Ivanhoe St Ste 100"," ","Denver","CO","80222","Jack Edward Tubbs II","A","","2018-06-21","2020-06-30","Active"
"320475","Ironman Fence LLC"," ","1256 S Pasadena"," ","Mesa","AZ","85210","Richard Allen McCracken","CR-14","","2018-06-22","2020-06-30","Active"
"320476","Just Gates LLC"," ","12736 W Cambridge Ave"," ","Avondale","AZ","85392","Timothy L Schmidt","CR-24","","2018-06-04","2020-06-30","Active"
"320477","Just Gates LLC"," ","12736 W Cambridge Ave"," ","Avondale","AZ","85392","Timothy L Schmidt","R-62","","2018-06-04","2020-06-30","Active"
"320478","Canyon Carpentry and Tile LLC"," ","1319 E Rawhide Ave"," ","Gilbert","AZ","85296","Jake Michael Schnaible","CR-61","","2018-06-22","2020-06-30","Active"
"320482","Lassen Design and Consulting LLC"," ","3943 E San Carlos Pl"," ","Chandler","AZ","85249","Thomas C Lassen","B","","2018-06-22","2020-06-30","Active"
"320484","Isaac Garcia Diaz","Garcia Bros Ornamental Ironwork , Garcia Bros Ornamental Ironwork","108 4th St"," ","Sierra Vista","AZ","85635","Isaac Garcia Diaz","CR-14","","2018-07-06","2020-07-31","Active"
"320486","Mayfair Floors LLC"," ","3120 W Carefree Hwy Ste B-5"," ","Phoenix","AZ","85086","Alex Rico","CR-8","","2018-06-26","2020-06-30","Active"
"320487","Hilltop Cabinets LLC"," ","689 S Otto Dr"," ","Snowflake","AZ","85937","Rex Leavitt Hunt","CR-60","","2018-06-22","2020-06-30","Active"
"320488","CP Build Enterprises LLC"," ","299 S Main St Ste 1825"," ","Salt Lake City","UT","84111","Ian Sorensen Swinton","KB-1","","2018-06-22","2020-06-30","Active"
"320491","Ramon Drywall & Painting LLC"," ","4802 W Monte Vista Rd"," ","Phoenix","AZ","85035","Maria I Vega","R-62","","2018-06-22","2020-06-30","Active"
"320496","Contractors Incorporated"," ","16042 N 32nd St # C4C"," ","Phoenix","AZ","85032","John R Birk","CR-39","","2018-06-08","2020-06-30","Active"
"320497","Specialized Air & Hydronic Balancing of Phoenix LLC"," ","8603 F St"," ","Omaha","NE","68127","John Raymon Roberts","CR-58","","2018-06-22","2020-06-30","Active"
"320499","Southern Refractories Inc"," ","2724 Prestige Rd"," ","Keller","TX","76248","Ryan Clinton Butler","C-31","","2018-06-15","2020-06-30","Active"
"320502","Otis Larry Young Jr"," Otis Young Paving, Otis Young Paving","2806 S Rondo Rd"," ","Texarkana","AR","71854","Otis Larry Young Jr","A-14","","2018-06-11","2020-06-30","Active"
"320503","JPP Home Innovations LLC"," ","629 S Morris Cir Apt 1"," ","Mesa","AZ","85210","Jose Manuel Holguin Roque","CR-34","","2018-06-25","2020-06-30","Active"
"320506","Harb Design Build LLC"," ","330 E Concorda Dr"," ","Tempe","AZ","85282","Jeffery David Harb","B","","2018-06-07","2020-06-30","Active"
"320507","Penn-Tek LLC"," ","3080 Cardinal Dr"," ","Sierra Vista","AZ","85635","Gregory A Pennington","R-62","","2018-06-07","2020-06-30","Suspended"
"320508","Shaw & Company LLC"," ","4148 N Arcadia Dr # 4"," ","Phoenix","AZ","85018","Dennis Christopher Shaw","A","","2018-07-02","2020-07-31","Active"
"320509","Shaw & Company LLC"," ","4148 N Arcadia Dr # 4"," ","Phoenix","AZ","85018","Dennis Christopher Shaw","KB-1","","2018-07-02","2020-07-31","Active"
"320511","Affordable Fixers LLC"," ","2317 Elmwood Ln"," ","Sierra Vista","AZ","85635","Charles Lee Brandon Humble","CR-11","","2018-06-15","2020-06-30","Active"
"320512","Affordable Fixers LLC"," ","2317 Elmwood Ln"," ","Sierra Vista","AZ","85635","Charles Lee Brandon Humble","R-62","","2018-06-15","2020-06-30","Active"
"320515","Anchor Fence"," ","9720 E Chandler Ln"," ","Hereford","AZ","85615","Elson Wayne Mast","B","","2018-06-08","2020-06-30","Active"
"320516","Western Home Remodeling LLC"," ","635 N Avenida De Suenos"," ","Tucson","AZ","85745","Robert Manuel Gamez","C-61","","2018-06-29","2020-06-30","Active"
"320517","Western Home Remodeling LLC"," ","635 N Avenida De Suenos"," ","Tucson","AZ","85745","Robert Manuel Gamez","B-3","","2018-06-28","2020-06-30","Active"
"320519","All American Iron Works LLC"," ","8564 W Brown St"," ","Peoria","AZ","85345","Khachik Sarkissian","CR-24","","2018-06-08","2020-06-30","Active"
"320520","American Wolf Construction LLC"," ","9221 E Baseline Rd Ste 202"," ","Mesa","AZ","85209","Donald Scott Bourdon","KB-1","","2018-06-27","2020-06-30","Active"
"320521","American Home Construction LLC"," ","10245 E Pantera Ave"," ","Mesa","AZ","85212","Jesse Dale Jackson","B-3","","2018-06-21","2020-06-30","Suspended"
"320523","Best Masonry Construction Services LLC"," ","7941 W Clayton Dr"," ","Phoenix","AZ","85033","Oscar I Portillo Chavez","CR-31","","2018-06-27","2020-06-30","Active"
"320527","Sheen Equipment LLC"," ","2426 W Orchid Ln"," ","Chandler","AZ","85224","Raymundo L Martinez Jr","C-4","","2018-06-08","2020-06-30","Active"
"320528","Beyond Painting LLC"," BP Remodeling, BP Remodeling","8170 E Broadway Blvd # K4"," ","Tucson","AZ","85710","John Robert Walker","B-3","","2018-06-21","2020-06-30","Active"
"320530","B&F Landscape Management LLC"," ","12806 W Granada Rd"," ","Avondale","AZ","85392","Brent Allen Cool","CR-21","","2018-06-27","2020-06-30","Active"
"320532","Aztec Floorworx LLC"," ","5043 W Sierra Vista Dr"," ","Glendale","AZ","85301","Alberto D Tapia","R-60","","2018-06-22","2020-06-30","Active"
"320533","Teracom Services LLC"," ","2330 W Parkside Ln Ste G110"," ","Phoenix","AZ","85027","Francis James Fellows Jr","CR-11","","2018-06-15","2020-06-30","Active"
"320534","Rare Breed Leasing LLC"," ","PO Box 3400"," ","Camp Verde","AZ","86322","Edward Marshall Shill","KA","","2018-06-19","2020-06-30","Active"
"320536","Olson Landscape & Design LLC","Chris and Amanda's Tree Service , Chris and Amanda's Tree Service","4729 E Sunrise Dr Ste 255"," ","Tucson","AZ","85718","Christopher Daniel Olson","CR-21","","2018-06-28","2020-06-30","Active"
"320537","Architectural Restoration Specialist Inc"," ","809 W Riordan Rd Ste 100-416"," ","Flagstaff","AZ","86001","Kevin Patrick Gemberling","CR-8","","2018-06-08","2020-06-30","Active"
"320538","Certified Air Services Inc"," ","5785 Polaris Ct"," ","Mira Loma","CA","91752","Daniel Wayne Lewis","CR-58","","2018-06-28","2020-06-30","Active"
"320540","Faucet Doctor Plumbing & HVAC Services LLC"," ","28214 N 168th Ave"," ","Surprise","AZ","85387","Gregory William Singletary","R-37R","","2018-06-08","2020-06-30","Active"
"320541","Faucet Doctor Plumbing & HVAC Services LLC"," ","28214 N 168th Ave"," ","Surprise","AZ","85387","Gregory William Singletary","CR-39","","2018-06-08","2020-06-30","Active"
"320543","Leathers and Sons LLC"," ","4316 E Pinto Valley Rd"," ","San Tan Valley","AZ","85143","Michael Dean Leathers","CR-42","","2018-06-28","2020-06-30","Active"
"320544","Whitestone Construction Group LLC"," ","477 Commerce Way Ste 111"," ","Longwood","FL","32750","William Ryan Turner","B-1","","2018-06-28","2020-06-30","Active"
"320546","Skyline Services LLC"," ","23853 N 59th Dr"," ","Glendale","AZ","85310","Johnny Lee Bennett","KB-2","","2018-06-11","2020-06-30","Active"
"320547","Just In Time Services LLC"," ","7043 W Cheryl Dr"," ","Peoria","AZ","85345","Terri Jo Wyatt","R-62","","2018-06-28","2020-06-30","Active"
"320548","3 Step Construction LLC"," ","711 Palo Verde Dr"," ","Sierra Vista","AZ","85635","Stephen P Amarillas Jr","B-3","","2018-06-28","2020-06-30","Active"
"320552","Cutting Edge Innovations LLC"," ","1805 W Horsetail Trl"," ","Phoenix","AZ","85085","Shawn James Marley","KB-2","","2018-06-12","2020-06-30","Active"
"320553","Arizona Residential & Commercial Services LLC"," ","6050 E Barney Dr"," ","Flagstaff","AZ","86004","Mathew Joseph Hall","CR-61","","2018-06-28","2020-06-30","Active"
"320554","Rojas Custom Homes Inc"," ","3726 W Roanoke Ave Ste 9 & 10"," ","Phoenix","AZ","85009","Eduardo Rojas-Beltran","CR-8","","2018-06-27","2020-06-30","Active"
