"Current Active Residential Contractors - File created: Nov 28, 2018 - 8380 Records"
"License No","Business Name","Doing Business As","Address","Address 2","City","State","Zip","Qualifying Party","Class","Class Detail","Class Type","Issued Date","Expiration Date","Status"
"103520","A Quality Electric L C"," ","12620 N Cave Creek Rd Ste 10"," ","Phoenix","AZ","85022","David Maurice Hackmann","R-11","R-11 Electrical","Residential","1994-07-29","2020-06-30","Current"
"255314","A Quality HVAC Services LLC","A Quality Construction Services , A Quality Construction Services","1300 S Litchfield Rd A480"," ","Goodyear","AZ","85338","Kevin Michael Guest","R-39R","R-39R Air Conditioning and Refrigeration","Residential","2009-05-08","2019-05-31","Current"
"280799","A Quality Refrigeration Inc"," ","835 W Warner Rd Ste 101-625"," ","Gilbert","AZ","85233","Mark DeMichele","R-39R","R-39R Air Conditioning and Refrigeration","Residential","2012-08-31","2020-08-31","Current"
"128397","A R C H Construction Corp"," ","4612 W Waltann Ln"," ","Glendale","AZ","85306","Hein Lammert Schoustra","B","B General Residential Contractor","Residential","1997-10-13","2019-10-31","Current"
"134664","A R Mays Construction Inc","A R Mays Construction , A R Mays Construction","6900 E Indian School Rd Ste 200"," ","Scottsdale","AZ","85251","Adam Roy Mays","B","B General Residential Contractor","Residential","1998-04-30","2020-04-30","Current"
"211622","A R Rhymes Builders LLC"," ","8645 S 16th Pl"," ","Phoenix","AZ","85042","Larry Wayne Rhymes","B","B General Residential Contractor","Residential","2005-09-11","2019-09-30","Current"
"136890","A Swollen Thumb Contracting Corporation"," ","Po Box 1118"," ","Mayer","AZ","86333","David Michael Summit","B","B General Residential Contractor","Residential","1998-07-20","2020-07-31","Current"
"110179","A Team Electrical Services Inc"," ","Po Box 432"," ","Chino Valley","AZ","86323","John Clifton Ragland","R-11","R-11 Electrical","Residential","1995-11-16","2019-10-31","Current"
"180423","A Thru Z Home Works LLC"," ","5731 W Carol Ann Way Ste 130-379"," ","Glendale","AZ","85306","Shawn Michael Shropshire","B","B General Residential Contractor","Residential","2002-11-27","2018-12-31","Current"
"254582","A To Z Pinnacle Electric LLC"," ","515 E Carefree Hwy # 924"," ","Phoenix","AZ","85085","Victor Manuel Rendon Zaldivar","R-11","R-11 Electrical","Residential","2009-04-23","2019-04-30","Current"
"322539","A To Z Team LLC"," A To Z Appliance Repair","488 E Taylor Trl"," ","San Tan Valley","AZ","85143","Christy Rose Emma Mullen","R-63","R-63 Appliances","Residential","2018-11-05","2020-11-30","Current"
"281927","A V Builder Corp"," ","6373 Nancy Ridge Dr"," ","San Diego","CA","92121","Antonio Vieira Madureira","B-3","B-3 General Remodeling and Repair Contractor","Residential","2012-11-30","2020-11-30","Current"
"092956","A V S Construction Inc"," ","346 W Pinkley Ave"," ","Coolidge","AZ","85128","John David Crawford Jr","B","B General Residential Contractor","Residential","1992-03-19","2020-02-29","Current"
"224797","A V Specialists LLC"," ","2015 N Forbes Blvd Ste 105"," ","Tucson","AZ","85745","Chad Charles Carney","R-11","R-11 Electrical","Residential","2006-09-20","2020-09-30","Current"
"162737","A W Mc Collom Construction LLC"," ","19020 N 45th Cir"," ","Glendale","AZ","85308","Anthony Wayne Mc Collom","B","B General Residential Contractor","Residential","2001-02-16","2019-02-28","Current"
"291993","A W Plumbing LLC"," ","16211 S Avenida Uno"," ","Sahuarita","AZ","85629","Arnold Joseph Watts","R-37R","R-37R Plumbing","Residential","2014-05-15","2020-05-31","Current"
"171232","A W W Projects LLC","Iron Horse Homes , Iron Horse Homes","716 S Torrey Pines Dr"," ","Williams","AZ","86046","Andrew Wilso Worthington","B","B General Residential Contractor","Residential","2002-01-07","2020-01-31","Current"
"273253","A W Y Holdings Inc","Tempe Mechanical , Tempe Mechanical","3385 N Nevada St"," ","Chandler","AZ","85225","Joseph Paul Young","R-39","R-39 Air Conditioning and Refrigeration, Including Solar","Residential","2011-06-10","2019-06-30","Current"
"274513","A W Y Holdings Inc","Tempe Mechanical , Tempe Mechanical","3385 N Nevada St"," ","Chandler","AZ","85225","Joseph Paul Young","R-37R","R-37R Plumbing","Residential","2011-08-18","2019-08-31","Current"
"291426","A Y Plumbing LLC"," ","3734 W Barnes Ln"," ","Phoenix","AZ","85051","Alan Glenn Young","R-37R","R-37R Plumbing","Residential","2014-04-06","2020-04-30","Current"
"254516","A Z C A Drilling and Pump Inc"," ","Po Box 570"," ","Ehrenberg","AZ","85334","Larry Jay Siddall","R-53","R-53 Drilling","Residential","2009-04-11","2019-04-30","Current"
"301121","A&B Landscaping and Yard Maintenance LLC"," ","4777 N Stallion Dr"," ","Prescott Valley","AZ","86314","Alexandra Kristin Martinez","R-62","R-62 Minor Home Improvements","Residential","2015-10-01","2019-10-31","Current"
"293397","A+ Air and Aeroseal LLC"," ","3452 E Jaeger Cir"," ","Mesa","AZ","85213","Brandon Stephen Mintz","R-39R","R-39R Air Conditioning and Refrigeration","Residential","2014-07-08","2020-07-31","Current"
"222545","A-1 Home Repair LLC"," ","5020 S Chatham"," ","Mesa","AZ","85212","Anthony William Robertson","B-3","B-3 General Remodeling and Repair Contractor","Residential","2006-07-19","2020-07-31","Current"
"315435","A-Zone Air LLC"," ","6690 N 183rd Ave"," ","Waddell","AZ","85355","Victor Eugene Robbins","R-39R","R-39R Air Conditioning and Refrigeration","Residential","2017-08-18","2019-08-31","Current"
"319285","A. Earles Construction LLC"," ","PO Box 1094"," ","Clarkdale","AZ","86324","Adam D Earles","B-3","B-3 General Remodeling and Repair Contractor","Residential","2018-04-02","2020-04-30","Current"
"318089","A. T Developers LLC"," ","487 Camino Providencia"," ","Rio Rico","AZ","85648","Alberto Sierra Tineo","B","B General Residential Contractor","Residential","2018-03-16","2020-03-31","Current"
"134609","A/C Guys Inc"," ","11600 N Miller Rd"," ","Scottsdale","AZ","85260","Thomas James Gottsacker","R-39R","R-39R Air Conditioning and Refrigeration","Residential","1998-04-28","2020-04-30","Current"
"308507","A/C Pro LLC"," ","PO Box 30413"," ","Phoenix","AZ","85046","Daniel Joseph Santoro","R-39R","R-39R Air Conditioning and Refrigeration","Residential","2016-10-14","2020-10-31","Current"
"274012","AAA Electric Inc","JRM Electric , JRM Electric","1675 Kiowa ,Unit 107"," ","Lake Havasu City","AZ","86403","Terrance Lee Wiesner","R-11","R-11 Electrical","Residential","2011-07-12","2019-07-31","Current"
"205889","Aaabar Swimming Pools Inc"," ","6131 W Kimberly Way"," ","Glendale","AZ","85308","David Barrett","B-5","B-5 General Swimming Pool Contractor","Residential","2005-04-01","2019-04-30","Current"
"152022","Aalan Company LLC","I C E , I C E","2223 E Virginia St"," ","Mesa","AZ","85275","Mark Alan Miku","B","B General Residential Contractor","Residential","2000-01-29","2019-01-31","Current"
"090466","Aanenson Enterprises Inc","Aanenson Construction , Aanenson Construction","5011 W Tierra Buena Ln"," ","Glendale","AZ","85306","Gary John Aanenson","B","B General Residential Contractor","Residential","1991-07-19","2020-06-30","Current"
"064218","AARA Construction Inc"," ","238 S Hamilton Pl"," ","Gilbert","AZ","85233","Jerry Richard Spores","B","B General Residential Contractor","Residential","1985-11-26","2019-10-31","Current"
"172597","Aarcher Contracting Corporation"," ","2114 W Grant Rd"," ","Tucson","AZ","85745","Clay Patrick Brown","R-37R","R-37R Plumbing","Residential","2002-04-22","2020-04-30","Current"
"018929","Aarid Statehouse Movers and Enterprises Inc"," ","21151 W US Highway 85"," ","Buckeye","AZ","85326","Roy Floyd Dean Jr","R-22","R-22 House Moving","Residential","1957-09-04","2020-08-31","Current"
"061269","Aaron Pools Inc"," ","Po Box 24151"," ","Tempe","AZ","85285","Robert Howard Aaron","B-5","B-5 General Swimming Pool Contractor","Residential","1984-10-10","2019-09-30","Current"
"154157","ABC Air Conditioning Inc"," ","10655 N 9th St Unit 229"," ","Phoenix","AZ","85020","Thomas Edison Smedley","R-39R","R-39R Air Conditioning and Refrigeration","Residential","2000-04-06","2020-04-30","Current"
"307950","ABC Property Preservation LLC"," ","2059 E Mallard Ct"," ","Gilbert","AZ","85234","Andrew Brian Couszins","R-62","R-62 Minor Home Improvements","Residential","2016-08-17","2020-08-31","Current"
"317727","ABC Remodels Inc"," ","8426 W Cherry Hills Dr"," ","Peoria","AZ","85345","Steven Ryan Pettingill","B","B General Residential Contractor","Residential","2018-01-24","2020-01-31","Current"
"115959","Abel Luna Hernandez","Luna's Pool Plumbing , Luna's Pool Plumbing","6829 S 16th Way"," ","Phoenix","AZ","85042","Abel Luna Hernandez","R-37R","R-37R Plumbing","Residential","1996-07-30","2020-06-30","Current"
"287504","Ability Prescott LLC"," Ability Remodelling & Home Services, Prescott Cabinets, Prescott Lifestyle Decks","128 S Montezuma St"," ","Prescott","AZ","86303","Michael A Daniel II","B","B General Residential Contractor","Residential","2013-09-13","2019-09-30","Current"
"318653","Ability Prescott LLC"," Ability Remodelling & Home Services, Prescott Cabinets, Prescott Lifestyle Decks","128 S Montezuma St"," ","Prescott","AZ","86303","Michael A Daniel II","R-60","R-60 Finish Carpentry","Residential","2018-03-08","2020-03-31","Current"
"320084","Ability Prescott LLC"," Ability Remodelling & Home Services, Prescott Cabinets, Prescott Lifestyle Decks","128 S Montezuma St"," ","Prescott","AZ","86303","Michael A Daniel II","R-61","R-61 Carpentry, Remodeling and Repairs","Residential","2018-05-16","2020-05-31","Current"
"126248","Able Concrete Inc"," ","PO Box 6303"," ","Mesa","AZ","85216","Dean Lamar Lewis","R-9","R-9 Concrete","Residential","1997-09-11","2019-09-30","Current"
"317504","Able Electric LLC"," ","548 Suffolk Dr"," ","Sierra Vista","AZ","85635","Justin Brant Kula","R-62","R-62 Minor Home Improvements","Residential","2018-01-10","2020-01-31","Current"
"106689","Able Refrigeration Inc"," ","Po Box 11309"," ","Tucson","AZ","85734","Ronald Herbert Hull","R-39R","R-39R Air Conditioning and Refrigeration","Residential","1995-04-03","2019-03-31","Current"
"316010","Able Windows & Doors LLC"," ","3169 W Sunnyside Ave"," ","Phoenix","AZ","85029","David Alonso Chavez","R-62","R-62 Minor Home Improvements","Residential","2017-10-14","2019-10-31","Current"
"149762","Aboud Enterprises inc","Pinnacle Peak Plumbing , Pinnacle Peak Plumbing","3939 E Glenrosa Ave"," ","Phoenix","AZ","85018","Edward George Aboud","R-37R","R-37R Plumbing","Residential","1999-11-02","2019-11-30","Current"
"318229","About Awnings LLC"," ","235 W Southern Ave Lot 116"," ","Mesa","AZ","85210","Brenda Arreola","R-62","R-62 Minor Home Improvements","Residential","2018-02-28","2020-02-29","Current"
"243167","Aboval Wood Concepts LLC"," ","2346 E Monterosa St"," ","Phoenix","AZ","85016","Robert Wardell Brown","B-3","B-3 General Remodeling and Repair Contractor","Residential","2008-03-11","2020-03-31","Current"
"275235","Above Par Heating & Air Conditioning LLC"," ","2733 W Libby St"," ","Phoenix","AZ","85053","Austin Daniel Spegel","R-39R","R-39R Air Conditioning and Refrigeration","Residential","2011-10-17","2019-10-31","Current"
"287057","Abreeze Fire Protection Inc"," ","11400 E Circle Dr"," ","Cornville","AZ","86325","Fred Andrew Gore","R-16","R-16 Fire Protection Systems","Residential","2014-01-08","2020-01-31","Current"
"232900","Abril Construction Inc"," ","PO Box 426"," ","Tucson","AZ","85714","Hector Anthony Abril Jr","B","B General Residential Contractor","Residential","2007-07-30","2019-07-31","Current"
"233003","Absolute Value Heating & Cooling LLC"," ","2500 E Thomas Rd Ste 102"," ","Phoenix","AZ","85016","Philip Gerard Perrino","R-39R","R-39R Air Conditioning and Refrigeration","Residential","2007-05-30","2019-05-31","Current"
"120268","Absolute Zero Inc"," ","PO Box 54841"," ","Phoenix","AZ","85078","David Scott Mc Henry","R-39R","R-39R Air Conditioning and Refrigeration","Residential","1997-01-14","2020-12-31","Current"
"132562","Abstract Construction Co Inc"," ","2805 W Willow Oak Rd"," ","Prescott","AZ","86305","Wayne Harold Walker","B","B General Residential Contractor","Residential","1998-03-05","2020-03-31","Current"
"135871","Abstract Electrical Services Inc"," ","4830 W Desert Hills Dr"," ","Glendale","AZ","85304","Mark Paulic","R-11","R-11 Electrical","Residential","1998-06-15","2020-06-30","Current"
"296495","ABT Home Repairs & Renovations LLC"," ","16026 N Cave Creek Rd Ste 4"," ","Phoenix","AZ","85032","William Eugene Tucker","B","B General Residential Contractor","Residential","2015-02-19","2019-02-28","Current"
"219883","Accel Construction Group LLC"," ","Po Box 385"," ","Buckeye","AZ","85326","Charles Everett Loveless","R-9","R-9 Concrete","Residential","2006-05-07","2020-05-31","Current"
"269658","Accel Electric AZ  LLC"," ","9447 W Thunderbird Rd"," ","Peoria","AZ","85381","David James Haynes","R-11","R-11 Electrical","Residential","2011-01-04","2019-01-31","Current"
"195534","Accelerated Electric Of Havasu LLC"," ","3275 Thunderbird Dr"," ","Lake Havasu City","AZ","86406","Jeremy Michael Deruiter","R-11","R-11 Electrical","Residential","2004-05-05","2020-05-31","Current"
"033802","Accent Plumbing Inc"," ","2721 E Indian School Rd"," ","Phoenix","AZ","85016","Stephen Leslie Faller Jr","R-37R","R-37R Plumbing","Residential","1971-07-01","2019-06-30","Current"
"230834","Accent Pool Spa Service LLC (a P S S)"," ","12733 W Virginia Ave"," ","Avondale","AZ","85392","James J Kramer","R-6","R-6 Swimming Pool Service and Repair","Residential","2007-03-24","2019-03-31","Current"
"321024","Accent Pools & Spas LLC"," ","7513 N Ethan Allan Pl"," ","Tucson","AZ","85741","John Aguilar Rodriguez","B-5","B-5 General Swimming Pool Contractor","Residential","2018-08-08","2020-08-31","Current"
"086874","Access Electric Inc"," ","2251 N 32nd St Lot 32"," ","Mesa","AZ","85213","David Wayne Parton","R-11","R-11 Electrical","Residential","1990-07-05","2019-06-30","Current"
"261014","Accu Clean Environmental Solutions LLC"," ","PO Box 71905"," ","Phoenix","AZ","85050","Steven Scott Bowles","B","B General Residential Contractor","Residential","2009-12-31","2019-12-31","Current"
"080133","Accu Temp Refrigeration Inc"," ","3231 E Washington St"," ","Phoenix","AZ","85034","Bill Monroe Murley Jr","R-39R","R-39R Air Conditioning and Refrigeration","Residential","1988-09-21","2020-08-31","Current"
"158504","Accura Systems Of Tucson Inc"," ","6365 E Grant Rd"," ","Tucson","AZ","85715","Kenneth Joseph Martin","R-37R","R-37R Plumbing","Residential","2000-10-05","2020-10-31","Current"
"059025","Accurate Air Conditioning Inc"," ","1321 E Weber Dr"," ","Tempe","AZ","85281","James Thomas Wood","R-39R","R-39R Air Conditioning and Refrigeration","Residential","1983-10-31","2020-09-30","Current"
"157283","Accurate Energy Management Corporation"," ","1210 E Southern Ave"," ","Phoenix","AZ","85040","Jesus Francisico Lopez","R-39","R-39 Air Conditioning and Refrigeration, Including Solar","Residential","2000-07-27","2020-07-31","Current"
"218490","Accurate Handyman Services Inc"," ","Po Box 50"," ","Lakeside","AZ","85929","Michael James Gillespie","B","B General Residential Contractor","Residential","2006-03-31","2020-03-31","Current"
"297782","Accurate Home Improvement LLC"," ","5475 S Tierra Linda Dr"," ","Phoenix","AZ","85034","Christopher Andrew Abbe","R-62","R-62 Minor Home Improvements","Residential","2015-04-17","2019-04-30","Current"
"316284","Accurate Innovations LLC"," ","1097 E Clovefield St"," ","Gilbert","AZ","85298","Ravi Siddappa","R-62","R-62 Minor Home Improvements","Residential","2017-10-31","2019-10-31","Current"
"242131","Accurate Interiors LLC"," ","3038 W Betty Elyse Ln"," ","Phoenix","AZ","85053","Anthony John Timonte","B-3","B-3 General Remodeling and Repair Contractor","Residential","2008-02-06","2020-02-29","Current"
"166913","ACE Asphalt Of Arizona Inc"," ","3030 S 7th St"," ","Phoenix","AZ","85040","Gregory James Cooper","R-13","R-13 Asphalt Paving","Residential","2001-07-31","2019-07-31","Current"
"322134","Ace Plumbing LLC"," ","1111 Zircon Ave"," ","Bullhead City","AZ","86442","Paull Wayne Proctor","R-37R","R-37R Plumbing","Residential","2018-09-24","2020-09-30","Current"
"060741","Ace Pumping and Excavating Inc"," ","Po Box 2004"," ","Benson","AZ","85602","Clester Ramsdell Merrill","R-2","R-2 Excavating, Grading and Oil Surfacing","Residential","1984-08-02","2019-07-31","Current"
"240814","Ace Surfaces North America Inc"," ","251 Altamonte Commerce Blvd Ste 1406"," ","Altamonte Springs","FL","32714","Franz Josef Ludwig Fasold","B-4R","B-4R Sport Court Accessories","Residential","2008-01-09","2020-01-31","Current"
"261747","Achen Gardner Construction LLC"," ","550 S 79th St"," ","Chandler","AZ","85226","John Robert Walstrom","B-4","B-4 General Residential Engineering Contractor","Residential","2010-01-04","2020-01-31","Current"
